name,dong,address,lat,lng,geo,theme,programs,phone,merchant_no
"태양하우스마트","이창동","전남 나주시 이창동","34.994697","126.709996","dong","슈퍼마켓","고유가 피해지원금|온누리","061)333-3501","15700666"
"밝은 안경","이창동","전라남도 나주시 이창1길 13-11","34.994594","126.713093","naver","안경점","고유가 피해지원금","061)333-5001","102761344"
"마트","이창동","전라남도 나주시 내동길 15","35.013509","126.713035","naver","일반잡화판매점","고유가 피해지원금","061)332-4696","2297761"
"금산","이창동","전라남도 나주시 이창1길 13-4","34.995321","126.712764","naver","의료기기 및 용품","고유가 피해지원금","061)334-9579","11900316"
"조은소리보청기 나주점","이창동","전라남도 나주시 이창1길 13-11","34.9946","126.713091","naver","의료기기 및 용품","고유가 피해지원금","061)333-5001","102763896"
"머리하는날","이창동","전라남도 나주시 이창1길 13-4","34.995261","126.712768","naver","미용원","고유가 피해지원금","061)332-4773","77730793"
"메가MGC커피 나주영산포점","이창동","전라남도 나주시 이창1길 18","34.995761","126.71244","naver","커피/음료전문점","고유가 피해지원금","061)333-2131","113246668"
"터미널농약사","이창동","전라남도 나주시 예향로 3802","34.994028","126.712752","naver","농어업용품","고유가 피해지원금","061)332-8515","15477339"
"멕시칸","이창동","전라남도 나주시 이창1길 18-1","34.995845","126.712273","naver","일반음식점 기타","고유가 피해지원금","061)334-9288","34654233"
"티엔티(T&T BILLIARDS CLUB)","이창동","전라남도 나주시 대호길 85-23","35.042448","126.717186","naver","당구장","고유가 피해지원금","061)332-2244","120976970"
"윤S헤어살롱","이창동","전라남도 나주시 이창1길 18-1 1층","34.995809","126.712368","naver","미용원","고유가 피해지원금","061)333-3169","104712461"
"피자명인 나주점","이창동","전남 나주시 이창동","34.992595","126.707069","dong","패스트푸드점","고유가 피해지원금","061)334-8484","93244513"
"정헤어샵","이창동","전라남도 나주시 이창1길 13","34.995496","126.712656","naver","미용원","고유가 피해지원금","061)337-7999","83037736"
"곱다니포차","이창동","전라남도 나주시 풍물시장2길 73 1층곱다니포자","34.995361","126.712448","naver","한식","고유가 피해지원금","061)930-3392","118687874"
"골드코스트 맨즈헤어","이창동","전라남도 나주시 풍물시장2길 73 1층 골드코스트맨즈헤어","34.995221","126.712567","naver","이용원","고유가 피해지원금","061)332-8900","101834953"
"거북이미용실","이창동","전라남도 나주시 이창1길 20","34.995922","126.71217","naver","미용원","고유가 피해지원금","","121521465"
"대영인쇄소","이창동","전라남도 나주시 이창1길 20","34.995899","126.712208","naver","인쇄 및 광고","고유가 피해지원금","061)334-3131","54932816"
"신일상회","이창동","전라남도 나주시 이창1길 17","34.995548","126.712411","naver","한복점","고유가 피해지원금","061)333-3343","43380602"
"손톱달","이창동","전라남도 나주시 이창1길 22","34.995965","126.712103","naver","피부미용원","고유가 피해지원금","","104337725"
"동신기업","이창동","전라남도 나주시 대기1길 30","34.992412","126.71318","naver","건축자재","고유가 피해지원금","061)332-6144","54764914"
"선창떡집","이창동","전남 나주시 이창동","34.989704","126.712518","dong","농.수.축산물점","고유가 피해지원금","061)333-5435","50954690"
"보약김밥앤훈제세상","이창동","전남 나주시 이창동","34.994875","126.709567","dong","일반음식점 기타","고유가 피해지원금","","111445016"
"비에이치씨(BHC)영산포점","이창동","전라남도 나주시 이창1길 19 우측칸","34.995732","126.712176","naver","일반음식점 기타","고유가 피해지원금","061)331-6382","114369141"
"배꼽시계","이창동","전라남도 나주시 이창1길 19","34.995721","126.712184","naver","휴게음식점","고유가 피해지원금","061)333-9139","96121988"
"해피1000","이창동","전라남도 나주시 예향로 3803","34.994838","126.712868","naver","일반잡화판매점","고유가 피해지원금","061)332-5151","47105554"
"지에스25 영산포터미널점","이창동","전라남도 나주시 예향로 3803","34.994612","126.712815","naver","편의점","고유가 피해지원금","","112270393"
"(유)영산포 터미널","이창동","전라남도 나주시 예향로 3803 영산포공용터미널","34.994635","126.7128","naver","고속.시외버스","고유가 피해지원금","061)332-0645","106790670"
"백세한의원","이창동","전라남도 나주시 예향로 3803 영산포공용터미널","34.995077","126.712761","naver","일반.치과.한의원","고유가 피해지원금","061)335-9987","88091570"
"난타5000영산포점","이창동","전라남도 나주시 예향로 3803","34.994911","126.712837","naver","패스트푸드점","고유가 피해지원금","061)332-5092","96975427"
"행복식당","이창동","전라남도 나주시 이창1길 8","34.995824","126.713375","naver","한식","고유가 피해지원금","","85699889"
"중앙치과","이창동","전라남도 나주시 예향로 3803","34.994639","126.712882","naver","일반.치과.한의원","고유가 피해지원금","061)337-2875","53354312"
"궁헤어","이창동","전라남도 나주시 예향로 3798-2","34.993816","126.71245","naver","미용원","고유가 피해지원금","061)332-6805","83509822"
"썬플라워.광주금방","이창동","전남 나주시 이창동","34.992223","126.706777","dong","화원","고유가 피해지원금","061)334-6065","108688693"
"까페 울타리","이창동","전라남도 나주시 이창1길 21-16","34.995384","126.711989","naver","커피/음료전문점","고유가 피해지원금","","86508410"
"KR모터스나주대흥대리점","이창동","전라남도 나주시 풍물시장2길 67","34.995153","126.711966","naver","오토바이판매점","고유가 피해지원금","061)332-5583","15279487"
"백경당한약방","이창동","전남 나주시 이창동","34.989414","126.707628","dong","한약방","고유가 피해지원금","061)334-1239","16282019"
"KR모터스 나주대흥대리점","이창동","전라남도 나주시 풍물시장2길 67","34.995153","126.711966","naver","오토바이판매점","고유가 피해지원금","061)332-5583","100742537"
"삼성전자","이창동","전라남도 나주시 이창1길 25","34.995947","126.711627","naver","가전제품점","고유가 피해지원금","061)334-3449","1618046"
"중앙전업사","이창동","전라남도 나주시 이창1길 27","34.996088","126.71142","naver","기타 수리서비스","고유가 피해지원금","061)332-0491","63224588"
"한마음정육식당나주이창점","이창동","전라남도 나주시 풍물시장2길 68-2","34.994859","126.71185","naver","한식","고유가 피해지원금","061)332-6692","106389498"
"이쁜하루","이창동","전라남도 나주시 영산포로 182-20 이쁜하루 헤어샵","34.996722","126.711092","naver","미용원","고유가 피해지원금","","104645068"
"무등가축약품주식회사","이창동","전남 나주시 이창동","34.98995","126.712931","dong","농어업용품","고유가 피해지원금","061)331-6349","14061201"
"한농","이창동","전라남도 나주시 풍물시장2길 61-4","34.995283","126.711517","naver","농어업용품","고유가 피해지원금","061)3332-3232","77632492"
"강남식당","이창동","전라남도 나주시 풍물시장2길 61","34.995073","126.711523","naver","일반음식점 기타","고유가 피해지원금","061)333-3826","113331847"
"평화기계","이창동","전라남도 나주시 이창1길 31","34.996262","126.710993","naver","기타운송기구판매점","고유가 피해지원금","061)332-9494","44514869"
"튼튼치과의원","이창동","전라남도 나주시 예향로 3795 2층 튼튼치과","34.994212","126.711994","naver","일반.치과.한의원","고유가 피해지원금","061)333-2235","53945371"
"바다향영산포점","이창동","전남 나주시 이창동","34.988633","126.711554","dong","일식/생선회집","고유가 피해지원금","061)334-9133","92051495"
"바다향닭칼국수&착한족발","이창동","전라남도 나주시 예향로 3795","34.994212","126.711994","naver","한식","고유가 피해지원금","061)334-9133","92003348"
"금강철공서","이창동","전남 나주시 이창동","34.989924","126.707091","dong","기타 수리서비스","고유가 피해지원금","061)332-6430","112840428"
"사노라면언젠가는","이창동","전남 나주시 이창동","34.991035","126.71343","dong","한식","고유가 피해지원금","070)7757-3669","28644880"
"PC뱅크","이창동","전라남도 나주시 영산포로 182-5","34.997523","126.710134","naver","컴퓨터기기","고유가 피해지원금|온누리","061)336-0305","13119572"
"청자다방 나주영산포점","이창동","전라남도 나주시 이창1길 36 1층","34.996606","126.710698","naver","커피/음료전문점","고유가 피해지원금|온누리","061)332-1937","122071727"
"신바람난찐빵만두","이창동","전라남도 나주시 이창1길 36","34.996593","126.710733","naver","휴게음식점","고유가 피해지원금|온누리","061)333-5553","110538446"
"(주)대장종합상사","이창동","전라남도 나주시 영산포로 182-10 1층","34.997037","126.710555","naver","기타 식품","고유가 피해지원금|온누리","02)4409-7889","121484641"
"한빛상사","이창동","전라남도 나주시 풍물시장2길 61-3","34.995218","126.711253","naver","철물점","고유가 피해지원금","061)333-1158","68935528"
"소문장","이창동","전라남도 나주시 이창1길 38 소문장","34.996685","126.710512","naver","중식","고유가 피해지원금","061)332-4933","6290418"
"미리청과","이창동","전남 나주시 이창동","34.988967","126.707839","dong","농.수.축산물점","고유가 피해지원금","","100452469"
"댕기미용실","이창동","전라남도 나주시 이창1길 48-1","34.997128","126.709547","naver","미용원","고유가 피해지원금","061)332-3510","86432461"
"조흥상사","이창동","전라남도 나주시 이창1길 25-1","34.995948","126.711491","naver","건축자재","고유가 피해지원금","061)334-6104","45452920"
"영심이네","이창동","전라남도 나주시 영산포로 182-3","34.997566","126.710097","naver","일반음식점 기타","고유가 피해지원금|온누리","061)334-1563","80424857"
"피자인카페","이창동","전라남도 나주시 풍물시장2길 60","34.9948","126.711221","naver","패스트푸드점","고유가 피해지원금","061)333-3320","40898350"
"루디아","이창동","전라남도 나주시 영산포로 184-2","34.997718","126.710104","naver","기성복점","고유가 피해지원금","","108059671"
"그린카센타","이창동","전라남도 나주시 풍물시장2길 59","34.995033","126.71114","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)334-1101","30476409"
"강남종합건재","이창동","전라남도 나주시 이창1길 35","34.996442","126.710581","naver","건축자재","고유가 피해지원금","061)334-3610","61210118"
"형제건강원","이창동","전라남도 나주시 이창동 511-2","34.997529","126.709908","naver","건강식품점","고유가 피해지원금","061)333-3734","85820992"
"구름케이크","이창동","전라남도 나주시 이창1길 44 1층","34.996877","126.710075","naver","커피/음료전문점","고유가 피해지원금|온누리","","118132832"
"합동건재","이창동","전라남도 나주시 이창1길 37-1","34.996522","126.710397","naver","건축자재","고유가 피해지원금","061)333-7789","35767734"
"승승네비게이션","이창동","전라남도 나주시 예향로 3806","34.993304","126.711622","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)333-2881","83884853"
"터미널세차장","이창동","전라남도 나주시 예향로 3790 터미널세차장","34.993395","126.711686","naver","세차장","고유가 피해지원금","","117682861"
"전부인","이창동","전라남도 나주시 이창1길 44-1 1층","34.996973","126.709835","naver","한식","고유가 피해지원금","061)930-1757","113995461"
"민헤어필","이창동","전라남도 나주시 영산포로 181","34.997611","126.709643","naver","미용원","고유가 피해지원금|온누리","061)332-8760","79015536"
"중앙세탁소","이창동","전라남도 나주시 영산포로 178","34.997215","126.70958","naver","세탁소","고유가 피해지원금|온누리","061)332-0751","119840446"
"천사노래방","이창동","전라남도 나주시 풍물시장2길 54","34.994738","126.710747","naver","노래방","고유가 피해지원금","061)332-4213","25299229"
"미가","이창동","전라남도 나주시 풍물시장2길 54 천사노래방","34.994744","126.710758","naver","한식","고유가 피해지원금","","96843702"
"상록원","이창동","전남 나주시 이창동","34.991301","126.706395","dong","주방 및 가정용품점","고유가 피해지원금","02)1577-0000","120879892"
"광전유통","이창동","전남 나주시 이창동","34.989546","126.713011","dong","농.수.축산물점","고유가 피해지원금","","107531955"
"대진농업기계","이창동","전남 나주시 이창동","34.995322","126.70931","dong","기타운송기구판매점","고유가 피해지원금","061-0090","51558965"
"목산흑염소","이창동","전남 나주시 이창동","34.988548","126.708135","dong","건강식품점","고유가 피해지원금","061)334-4701","115345009"
"케미영농조합법인","이창동","전남 나주시 이창동","34.992758","126.713589","dong","미곡상","고유가 피해지원금","061)332-5088","77442194"
"흰눈함흥냉면","이창동","전라남도 나주시 이창1길 47-1","34.996966","126.709368","naver","한식","고유가 피해지원금","061)331-7779","75814639"
"유진샷시","이창동","전라남도 나주시 이창1길 45","34.996869","126.709615","naver","건축자재","고유가 피해지원금","061)334-1443","97233021"
"명성식당","이창동","전라남도 나주시 영산포로 172-1","34.996907","126.709321","naver","양식","고유가 피해지원금","061)333-6412","66264438"
"별꽃달","이창동","전라남도 나주시 동강면 동강로 505-29","34.93005","126.558931","naver","기타 식품","고유가 피해지원금","070)8226-6309","79604917"
"가마치통닭 나주영산포점","이창동","전라남도 나주시 영산포로 172","34.996862","126.709235","naver","일반음식점 기타","고유가 피해지원금","061)337-9982","114312097"
"명성노래연습장","이창동","전라남도 나주시 영산포로 172","34.996787","126.709256","naver","노래방","고유가 피해지원금","061)332-9595","29949179"
"그때그사람","이창동","전남 나주시 이창동","34.988024","126.709323","dong","한식","고유가 피해지원금","","114067774"
"해림식당","이창동","전라남도 나주시 풍물시장2길 43-16","34.995107","126.709848","naver","한식","고유가 피해지원금","061)331-5589","118606928"
"사직동 그가게 나주에서","이창동","전라남도 나주시 영산포로 170 1층","34.996669","126.7091","naver","기타 신변잡화","고유가 피해지원금","","104705438"
"명성 리버텔","이창동","전라남도 나주시 영산포로 169 명성리버텔","34.99706","126.708888","naver","기타숙박업","고유가 피해지원금","061)333-7084","40520379"
"디자인집","이창동","전라남도 나주시 남평읍 지석로 85-1 리바트 집테리어 휴림점","35.042158","126.844526","naver","실내장식","고유가 피해지원금","062)653-5596","92126865"
"영남건재","이창동","전라남도 나주시 풍물시장2길 47 영남목재건재","34.994887","126.709787","naver","철물점","고유가 피해지원금","061)334-5267","16012600"
"영남하우징","이창동","전라남도 나주시 풍물시장2길 48","34.994492","126.709937","naver","건축자재","고유가 피해지원금","061)334-5267","102832555"
"날으는갈매기","이창동","전라남도 나주시 영산포로 168","34.996573","126.708957","naver","한식","고유가 피해지원금","061)331-8885","64476997"
"(주) 영산포한우","이창동","전라남도 나주시 예향로 3781","34.993265","126.710605","naver","농.수.축산물점","고유가 피해지원금","061)337-3360","64754811"
"영산포정육식당","이창동","전라남도 나주시 예향로 3781","34.993127","126.710421","naver","한식","고유가 피해지원금","061)337-3500","122280599"
"(주)우리티앤에스","이창동","전남 나주시 이창동","34.990779","126.706321","dong","농.수.축산물점","고유가 피해지원금","061)337-3600","45309579"
"종합체육사","이창동","전라남도 나주시 영산포로 177","34.997372","126.709462","naver","스포츠용품점","고유가 피해지원금|온누리","061)332-6777","1902821"
"(주) 영산포청과물  직판장","이창동","전라남도 나주시 예향로 3779","34.993015","126.710516","naver","농.수.축산물점","고유가 피해지원금","061)337-3610","64755308"
"대신암","이창동","전라남도 나주시 예향로 3778","34.992389","126.710536","naver","철학관","고유가 피해지원금","","120011480"
"성수동꿀꽈배기 나주영산포점","이창동","전라남도 나주시 예향로 3778","34.99267","126.710649","naver","휴게음식점","고유가 피해지원금","061)337-7987","110616287"
"대영모터공구","이창동","전라남도 나주시 이창택지길 3-5 대영모터&공구","34.993634","126.706079","naver","철물점","고유가 피해지원금","061)334-8257","59892524"
"영생오토바이","이창동","전남 나주시 이창동","34.988321","126.711928","dong","오토바이판매점","고유가 피해지원금","061)334-3458","25105681"
"애쓰다축산","이창동","전남 나주시 이창동","34.995494","126.710939","dong","농.수.축산물점","고유가 피해지원금","061)111-0000","121484594"
"고속정밀기계","이창동","전라남도 나주시 풍물시장1길 10-7","34.993505","126.70985","naver","기타 수리서비스","고유가 피해지원금","061)334-5970","71527893"
"나주석재","이창동","전라남도 나주시 예향로 3772","34.992297","126.71045","naver","건축자재","고유가 피해지원금","061)332-8595","36520771"
"영산당구장","이창동","전라남도 나주시 풍물시장2길 41","34.994374","126.709313","naver","당구장","고유가 피해지원금","070)7614-3579","119703105"
"전남자동차공업사","이창동","전라남도 나주시 영산포로 162","34.996124","126.708568","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)332-3156","37541463"
"장가계","이창동","전라남도 나주시 풍물시장1길 10-5 장가계","34.993425","126.709747","naver","중식","고유가 피해지원금","061)333-8887","122213717"
"양푼이동태탕","이창동","전라남도 나주시 풍물시장2길 40-2 1층","34.99404","126.709314","naver","한식","고유가 피해지원금","061)433-0775","71500148"
"커피집","이창동","전라남도 나주시 대호길 90-16 1층","35.04365","126.717446","naver","커피/음료전문점","고유가 피해지원금","","122315741"
"무늬","이창동","전라남도 나주시 예향로 3775","34.993021","126.709759","naver","기타 신변잡화","고유가 피해지원금","070)7121-9405","83074875"
"농협마트구내식당","이창동","전라남도 나주시 예향로 3775","34.993021","126.709759","naver","한식","고유가 피해지원금","061)335-8340","104318817"
"대우캐리어나주센타","이창동","전남 나주시 이창동","34.992515","126.713921","dong","냉난방기구","고유가 피해지원금","061)333-8282","4663790"
"타이찡찡","이창동","전남 나주시 이창동","34.993743","126.706629","dong","일반음식점 기타","고유가 피해지원금","","116993313"
"광타일인테리어","이창동","전남 나주시 이창동","34.987901","126.711184","dong","실내장식","고유가 피해지원금","","115329215"
"태찬카센터","이창동","전라남도 나주시 영산포로 159","34.996188","126.70824","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)333-6883","57862479"
"화정정밀공업사","이창동","전라남도 나주시 풍물시장2길 28-7","34.993024","126.708861","naver","기타 수리서비스","고유가 피해지원금","061)332-6610","84100748"
"아구일번지","이창동","전라남도 나주시 풍물시장2길 39","34.994275","126.70909","naver","한식","고유가 피해지원금","061)334-6886","17102175"
"태양카센터세차장","이창동","전라남도 나주시 영산포로 158 태양식당.세차장","34.995859","126.708344","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)334-4544","71930498"
"카페 배러","이창동","전라남도 나주시 영산포로 158 1층","34.99579","126.708238","naver","제과점/아이스크림점","고유가 피해지원금","","120132403"
"거북이","이창동","전라남도 나주시 풍물시장2길 35-6","34.994406","126.708688","naver","한식","고유가 피해지원금","061)333-8591","113720594"
"호동오토바이","이창동","전남 나주시 이창동","34.992461","126.706081","dong","오토바이판매점","고유가 피해지원금","061)333-6401","24239280"
"희망복권방","이창동","전라남도 나주시 풍물시장1길 3 조박사자동차공업사","34.992587","126.709555","naver","일반잡화판매점","고유가 피해지원금","061)331-5544","88574478"
"조박사자동차공업사","이창동","전라남도 나주시 풍물시장1길 3","34.992648","126.709487","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)335-8425","9604966"
"코리아동물약품","이창동","전라남도 나주시 풍물시장2길 35-8","34.994533","126.708564","naver","반려동물 서비스/용품점","고유가 피해지원금","061)334-9595","82338975"
"닭갈비마을","이창동","전라남도 나주시 풍물시장2길 35 닭갈비마을","34.994024","126.708785","naver","한식","고유가 피해지원금","061)334-8392","75799409"
"제일세차장","이창동","전라남도 나주시 영산포로 155 제일세차장","34.995937","126.707891","naver","세차장","고유가 피해지원금","061)333-0789","104597448"
"미주회관","이창동","전라남도 나주시 풍물시장1길 1 미주회관","34.992495","126.709403","naver","한식","고유가 피해지원금","061)334-9292","78194358"
"제일테크","이창동","전남 나주시 이창동","34.994918","126.712561","dong","가정용품수리","고유가 피해지원금","061)332-4558","44527444"
"또또와숯불갈비","이창동","전라남도 나주시 풍물시장1길 9","34.993029","126.709132","naver","한식","고유가 피해지원금","061)332-7413","19230711"
"덕수기계공구","이창동","전라남도 나주시 풍물시장2길 28-11","34.992722","126.709179","naver","기타 수리서비스","고유가 피해지원금","","96275435"
"한국전기조명","이창동","전라남도 나주시 풍물시장1길 11 한국전기조명","34.993107","126.709012","naver","조명 전기기구점","고유가 피해지원금","061)333-4312","14474021"
"나주시보건소","이창동","전라남도 나주시 풍물시장2길 57-32 나주시보건소","34.995208","126.708153","naver","건강진단센터","고유가 피해지원금","061)339-2120","84482159"
"나주시보건소","이창동","전라남도 나주시 풍물시장2길 57-32 나주시보건소","34.995208","126.708153","naver","건강진단센터","고유가 피해지원금","061)333-3003","54249201"
"나주시보건소","이창동","전라남도 나주시 풍물시장2길 57-32 나주시보건소","34.995208","126.708153","naver","건강진단센터","고유가 피해지원금","061)339-2163","107802902"
"100돼지고깃집","이창동","전라남도 나주시 풍물시장1길 22 100돼지 고깃집","34.994047","126.708515","naver","일반음식점 기타","고유가 피해지원금","061)336-6999","99645085"
"맥시칸양념통닭","이창동","전라남도 나주시 풍물시장1길 24 하림맥시칸","34.994199","126.708358","naver","일반음식점 기타","고유가 피해지원금","061)332-8819","34013151"
"영신기업","이창동","전라남도 나주시 풍물시장1길 26","34.994332","126.708238","naver","건축자재","고유가 피해지원금","061)332-9690","18843285"
"대구슈퍼","이창동","전라남도 나주시 영산포로 169-1 대구마트","34.996939","126.709009","naver","슈퍼마켓","고유가 피해지원금|온누리","061)333-6838","34297021"
"영산사우나 매점","이창동","전남 나주시 이창동","34.995141","126.70769","dong","일반잡화판매점","고유가 피해지원금","070)7614-3579","117019565"
"영산사우나","이창동","전라남도 나주시 풍물시장2길 28-3","34.99321","126.708674","naver","찜질방/목욕탕","고유가 피해지원금","061)331-3427","77126755"
"(주)대상전기상사","이창동","전라남도 나주시 풍물시장2길 29","34.993744","126.708338","naver","컴퓨터기기","고유가 피해지원금","061)332-5503","49837325"
"친구가게","이창동","전라남도 나주시 풍물시장2길 28-6 1층","34.99299","126.708571","naver","일반음식점 기타","고유가 피해지원금","070)7614-3579","113849514"
"등대샤브","이창동","전라남도 나주시 풍물시장1길 23 1,2층","34.993876","126.7082","naver","한식","고유가 피해지원금","061)371-0000","117349154"
"스테이 퀸","이창동","전라남도 나주시 풍물시장1길 23 3층","34.993876","126.7082","naver","펜션/민박","고유가 피해지원금","","117705804"
"부원종합기계상사","이창동","전남 나주시 이창동","34.98852","126.707311","dong","기타 수리서비스","고유가 피해지원금","061)332-8833","42705628"
"대흥식당","이창동","전라남도 나주시 풍물시장1길 25 용당구장","34.994035","126.708052","naver","한식","고유가 피해지원금","","100322196"
"용당구장","이창동","전라남도 나주시 풍물시장1길 25","34.994054","126.70802","naver","당구장","고유가 피해지원금","061)333-0083","86470805"
"다사랑종합수산","이창동","전라남도 나주시 풍물시장2길 26","34.993277","126.708285","naver","농.수.축산물점","고유가 피해지원금","","93468241"
"커피수","이창동","전라남도 나주시 풍물시장2길 26 커피수","34.993321","126.708236","naver","커피/음료전문점","고유가 피해지원금","","92799384"
"스타노래연습장","이창동","전라남도 나주시 풍물시장1길 27","34.994231","126.707849","naver","노래방","고유가 피해지원금","061)331-6113","111116369"
"부일철강","이창동","전라남도 나주시 풍물시장2길 24-14","34.992272","126.708802","naver","건축자재","고유가 피해지원금","061)334-7738","56568990"
"연탄구이 한판","이창동","전라남도 나주시 영산포로 145 대흥상회","34.9952","126.707309","naver","한식","고유가 피해지원금","","113984581"
"청록수산","이창동","전라남도 나주시 풍물시장2길 24-3","34.993089","126.708232","naver","농.수.축산물점","고유가 피해지원금","061)336-9279","100640510"
"장어원","이창동","전라남도 나주시 풍물시장2길 20-13 1층","34.992223","126.708552","naver","한식","고유가 피해지원금","061)336-0017","112807132"
"개성집","이창동","전라남도 나주시 풍물시장2길 27-12 보건소 옆","34.994318","126.70754","naver","한식","고유가 피해지원금","","119422069"
"덕수렌탈 고소작업대","이창동","전라남도 나주시 풍물시장2길 24-6 덕수렌탈 고소작업대","34.992765","126.708203","naver","기계 및 장비임대업","고유가 피해지원금","061)333-7533","119922636"
"한성종합농기계","이창동","전남 나주시 이창동","34.995921","126.710816","dong","기타 수리서비스","고유가 피해지원금","061)334-3733","56254474"
"돈수복","이창동","전라남도 나주시 영산포로 142 재료소진시 영업종료","34.99474","126.70728","naver","한식","고유가 피해지원금","","114043327"
"유한회사  예향에너지","이창동","전남 나주시 이창동","34.991305","126.714316","dong","충전소","고유가 피해지원금","061)332-1141","64000058"
"미니스톱뉴나주이창점","이창동","전남 나주시 이창동","34.994904","126.707157","dong","편의점","고유가 피해지원금","02)1577-9621","97908947"
"동수리오리날개튀김","이창동","전라남도 나주시 영산포로 141 104호","34.994928","126.707016","naver","일반음식점 기타","고유가 피해지원금","061)331-5292","118158932"
"복고다방 영산포점","이창동","전라남도 나주시 영산포로 141 복고다방","34.995004","126.707058","naver","커피/음료전문점","고유가 피해지원금","070)8224-7014","111145533"
"이루다미용실","이창동","전라남도 나주시 이창1길 44 1층 (왼쪽 칸) 이루다미용실","34.996909","126.709996","naver","미용원","고유가 피해지원금|온누리","061)337-8242","101352012"
"세븐일레븐 뉴나주이창점","이창동","전라남도 나주시 영산포로 141 세븐일레븐","34.994928","126.707016","naver","편의점","고유가 피해지원금","02)1577-0711","113973094"
"민물장어","이창동","전라남도 나주시 풍물시장2길 20-13 1층","34.992223","126.708552","naver","한식","고유가 피해지원금","061)333-6999","71747421"
"나주이불할인마트","이창동","전라남도 나주시 풍물시장2길 16-13","34.991851","126.70835","naver","침구/커튼/카펫트점","고유가 피해지원금","062)681-0108","14468977"
"넘버원(NO.1)무카타","이창동","전남 나주시 이창동","34.992809","126.714247","dong","일반음식점 기타","고유가 피해지원금","","115166382"
"두리마트","이창동","전라남도 나주시 풍물시장2길 21 스타웨딩홀","34.993237","126.707619","naver","일반잡화판매점","고유가 피해지원금","061)335-6349","94330984"
"나주전기자전거","이창동","전라남도 나주시 영산포로 134 장난감할인마트","34.994224","126.706937","naver","자전거판매점","고유가 피해지원금","061)337-9274","107933812"
"우진 남도한우","이창동","전라남도 나주시 주면1길 1 2층","34.997252","126.705883","naver","농.수.축산물점","고유가 피해지원금","061)333-8815","118948670"
"전라식품","이창동","전라남도 나주시 풍물시장2길 5-9","34.993524","126.706786","naver","농.수.축산물점","고유가 피해지원금","061)334-5959","37497737"
"합자회사 선경동물약품","이창동","전남 나주시 이창동","34.990369","126.714211","dong","농어업용품","고유가 피해지원금","061)333-5550","64182650"
"청정한우암소직매장","이창동","전라남도 나주시 풍물시장2길 16-9","34.992157","126.708043","naver","정육점","고유가 피해지원금","061)333-1006","50344078"
"타이탑스푸드마켓 ThaiTops Foodmarket","이창동","전남 나주시 이창동","34.987426","126.709065","dong","슈퍼마켓","고유가 피해지원금","070)7614-3579","111280057"
"컴포즈커피 나주일등점","이창동","전라남도 나주시 영산포로 139","34.994647","126.706904","naver","커피/음료전문점","고유가 피해지원금","","99631211"
"서경비료","이창동","전라남도 나주시 풍물시장2길 5-15","34.994018","126.707024","naver","농어업용품","고유가 피해지원금","061)331-1170","107255703"
"아시안 마트","이창동","전라남도 나주시 이창택지길 66-11 성주빌","34.996116","126.706116","naver","일반잡화판매점","고유가 피해지원금","061)543-8118","95986530"
"안전카크리닉","이창동","전라남도 나주시 영산포로 139","34.994654","126.706864","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)336-9948","93852007"
"비스테이션","이창동","전라남도 나주시 영산포로 138","34.994465","126.7071","naver","완구점","고유가 피해지원금","061)334-1984","24907143"
"호남식당","이창동","전라남도 나주시 이창택지길 6-10","34.994719","126.706695","naver","한식","고유가 피해지원금","061)333-7066","111742307"
"나주 자전거 의류","이창동","전라남도 나주시 영산포로 134","34.994181","126.706957","naver","자전거판매점","고유가 피해지원금","061)333-3562","74279363"
"옥당주식회사","이창동","전라남도 나주시 문평면 영산로 4215","35.030008","126.608512","naver","정육점","고유가 피해지원금","061)336-2483","78322031"
"부성방앗간","이창동","전라남도 나주시 풍물시장2길 19-1","34.993003","126.707354","naver","미곡상","고유가 피해지원금","061)333-6594","71580273"
"무인아이스크림","이창동","전라남도 나주시 영산포로 182-10 1층","34.997037","126.710555","naver","기타 식품","고유가 피해지원금","","114042748"
"샵돼지금","이창동","전남 나주시 이창동","34.989463","126.713899","dong","건강식품점","고유가 피해지원금","","105890810"
"악세사리#","이창동","전라남도 나주시 문화로 204 하나로프라자 107호 유마일","35.016778","126.784282","naver","악세사리점","고유가 피해지원금","","116972683"
"헤어6000","이창동","전라남도 나주시 영산포로 133","34.994373","126.706704","naver","미용원","고유가 피해지원금","","105880220"
"제이썸헤어","이창동","전라남도 나주시 영산포로 132 제이썸헤어","34.993874","126.706757","naver","미용원","고유가 피해지원금","","102378630"
"케이원컴퍼니","이창동","전남 나주시 이창동","34.993262","126.705825","dong","인쇄 및 광고","고유가 피해지원금","","120230848"
"한베아시안식당","이창동","전남 나주시 이창동","34.987715","126.712104","dong","일반음식점 기타","고유가 피해지원금","","107019678"
"우리축산","이창동","전라남도 나주시 풍물시장2길 16-8 나주지하수펌프","34.992325","126.707505","naver","정육점","고유가 피해지원금","061)930-3454","113837023"
